,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
726,Graduation,Married,80395.0,0,0,62,445.0,25.0,706,80,76,48,1,6,5,12,2,0,0,69,11,1
727,Master,Divorced,75012.0,0,0,41,294.0,81.0,218,164,58,151,1,3,8,11,1,0,0,48,10,0
728,Master,Married,56962.0,2,1,60,292.0,3.0,77,10,3,26,7,6,3,5,7,0,0,59,11,0
729,Graduation,Together,89891.0,0,0,17,412.0,22.0,132,59,28,183,1,11,6,8,4,0,0,33,11,1
730,PhD,Divorced,35946.0,1,1,24,8.0,0.0,3,0,0,0,1,0,0,3,5,0,0,75,11,0
731,PhD,Together,53593.0,1,1,60,349.0,4.0,78,6,0,43,8,7,2,6,8,0,0,71,12,0
732,Graduation,Married,66373.0,1,1,57,328.0,9.0,124,12,24,109,7,4,2,10,3,0,0,46,11,0
733,PhD,Divorced,45072.0,1,2,74,144.0,2.0,99,7,2,30,5,6,1,4,8,0,0,76,11,0
734,Graduation,Divorced,89694.0,1,1,22,1126.0,28.0,211,37,28,42,3,4,3,4,5,0,0,51,11,3
735,Graduation,Married,72025.0,0,0,46,967.0,0.0,617,43,50,0,1,4,8,13,2,0,1,75,10,3
736,Graduation,Married,67432.0,0,1,69,432.0,79.0,341,177,136,170,2,8,5,4,4,0,0,51,11,0
737,Master,Together,70545.0,0,1,29,138.0,39.0,63,55,18,21,1,4,1,7,2,0,0,72,10,0
738,Basic,Married,17487.0,1,0,37,0.0,0.0,1,7,4,6,1,1,0,2,7,0,0,35,11,0
739,Graduation,Together,62882.0,0,1,26,509.0,81.0,497,78,24,97,2,7,5,6,4,0,0,55,12,0
740,PhD,Single,64108.0,0,1,8,948.0,10.0,86,13,21,21,4,6,9,11,5,0,0,71,11,0
741,Master,Together,34941.0,1,1,26,39.0,2.0,25,4,3,24,2,3,0,3,8,0,0,68,11,0
742,PhD,Single,48767.0,1,2,79,28.0,1.0,21,3,0,10,3,2,1,3,5,0,0,74,10,0
743,2n Cycle,Together,38702.0,1,0,71,13.0,11.0,24,13,8,40,2,3,0,4,6,0,0,46,11,0
744,Graduation,Married,82224.0,0,0,83,307.0,26.0,360,138,31,40,1,6,9,5,3,0,0,60,10,1
745,Graduation,Together,83844.0,0,0,57,901.0,31.0,345,75,31,191,1,4,4,11,1,0,0,72,11,1
746,2n Cycle,Married,17003.0,1,0,37,2.0,5.0,12,4,8,7,3,2,0,4,5,0,0,49,11,0
747,Graduation,Single,71163.0,0,0,30,283.0,17.0,372,138,106,44,1,3,8,12,1,0,0,29,10,0
748,Graduation,Single,33697.0,1,0,34,4.0,3.0,7,0,3,11,1,1,0,2,7,0,0,54,11,1
749,2n Cycle,Married,63564.0,0,0,0,769.0,80.0,252,15,34,65,1,10,10,7,6,0,1,70,10,1
750,PhD,Together,83443.0,0,0,89,518.0,42.0,742,55,56,84,1,6,10,5,2,0,0,52,11,0
751,PhD,Together,51518.0,0,1,92,350.0,8.0,66,17,4,4,2,3,2,10,3,0,0,66,11,0
752,Graduation,Widow,58330.0,0,1,87,445.0,53.0,213,104,98,151,1,6,4,13,4,0,0,49,11,0
753,Graduation,Married,80952.0,0,0,20,778.0,81.0,689,41,27,44,1,8,5,11,8,0,1,55,11,3
754,Graduation,Together,75507.0,0,0,56,709.0,81.0,374,104,80,80,1,8,6,6,3,0,0,45,10,0
755,2n Cycle,Together,63855.0,0,0,28,359.0,35.0,314,93,116,89,1,7,3,13,4,0,0,46,11,0
756,PhD,Together,62220.0,0,1,55,799.0,12.0,375,16,12,12,5,7,6,5,6,0,1,52,12,0
757,Graduation,Married,58512.0,0,1,25,895.0,10.0,101,13,0,152,5,3,4,8,8,0,0,60,11,0
758,Master,Married,40662.0,1,0,0,40.0,2.0,23,0,4,23,2,2,1,3,4,0,0,45,11,0
759,PhD,Married,38829.0,0,1,86,76.0,0.0,7,0,0,16,1,3,2,2,5,0,0,65,10,0
760,2n Cycle,Married,35523.0,1,0,8,11.0,5.0,22,12,5,11,2,3,0,3,7,0,0,43,11,0
761,Graduation,Single,79146.0,1,1,33,245.0,16.0,223,21,43,16,2,8,1,8,6,0,0,57,10,0
762,Master,Married,78285.0,0,0,13,647.0,81.0,391,175,67,40,1,6,4,10,3,0,0,36,11,0
763,PhD,Single,31626.0,1,0,12,39.0,1.0,9,2,1,34,1,2,1,2,7,0,1,46,11,1
764,Graduation,Single,75127.0,0,0,92,203.0,35.0,305,46,17,227,1,2,11,5,1,0,0,72,10,0
765,Graduation,Married,48726.0,0,1,90,138.0,3.0,38,4,0,59,3,3,2,4,6,0,0,69,11,0
766,Graduation,Married,74985.0,0,0,8,587.0,51.0,898,247,0,86,1,3,6,7,2,0,0,47,12,0
767,Graduation,Together,67430.0,0,0,6,595.0,81.0,291,127,133,121,1,11,5,12,6,0,0,37,12,0
768,2n Cycle,Married,46891.0,0,1,91,43.0,12.0,23,29,15,61,1,2,1,4,4,0,0,59,11,0
769,Master,Married,62058.0,0,1,52,301.0,7.0,74,10,0,58,4,6,1,7,6,0,0,68,11,0
770,Graduation,Married,72063.0,0,1,3,180.0,32.0,348,76,32,90,2,5,2,12,2,0,0,45,11,0
771,PhD,Married,78939.0,0,0,57,794.0,81.0,243,150,0,205,1,8,5,6,3,0,0,73,11,0
772,Graduation,Single,42720.0,1,1,9,392.0,5.0,91,28,26,112,8,7,3,7,8,0,1,59,11,0
773,Graduation,Married,33622.0,1,1,22,39.0,1.0,22,3,4,12,3,2,0,4,7,0,0,52,11,0
774,PhD,Together,6835.0,0,1,76,107.0,2.0,12,2,2,12,0,0,0,1,20,0,0,67,12,0
775,Graduation,Together,41452.0,1,1,86,13.0,0.0,3,0,0,0,1,1,0,2,7,0,0,71,11,0
776,PhD,Single,40760.0,0,1,64,70.0,0.0,17,0,0,6,2,2,1,3,6,0,0,59,11,0
777,PhD,Together,74250.0,0,0,90,680.0,11.0,392,75,0,0,1,2,11,4,1,0,0,66,10,0
778,Master,Single,51124.0,1,1,79,26.0,1.0,11,0,1,4,2,1,0,3,3,0,0,69,11,0
779,Graduation,Single,72258.0,0,1,28,522.0,0.0,522,227,120,134,2,6,9,5,2,0,0,53,11,0
780,PhD,Single,71466.0,0,0,86,412.0,12.0,546,78,182,0,1,4,4,10,1,0,0,50,10,0
781,Graduation,Together,36283.0,1,1,42,6.0,5.0,5,8,0,5,2,1,0,3,4,0,0,48,10,0
782,Graduation,Single,20587.0,1,0,39,2.0,3.0,6,4,1,9,1,1,1,2,7,0,0,54,10,0
783,Graduation,Married,30467.0,1,0,8,1.0,3.0,8,2,5,5,1,1,0,2,7,0,0,52,10,0
784,Graduation,Together,31590.0,1,0,40,6.0,2.0,15,6,6,3,1,1,0,3,8,0,0,52,11,0
785,Basic,Married,20425.0,1,0,5,4.0,12.0,5,3,16,17,2,2,0,3,7,0,0,38,12,0
786,Master,Together,17144.0,1,1,96,18.0,2.0,19,0,2,6,5,3,0,4,7,0,0,64,10,0
787,PhD,Divorced,42564.0,0,1,28,324.0,48.0,186,39,18,198,6,6,8,4,7,0,1,56,11,1
788,Master,Married,43783.0,1,0,22,327.0,9.0,125,25,4,139,6,7,1,8,7,0,0,46,10,1
789,Graduation,Divorced,40780.0,0,1,30,229.0,27.0,71,13,3,34,4,7,1,5,9,0,0,48,12,0
790,Master,Together,62847.0,0,0,45,521.0,81.0,706,80,76,61,1,3,6,4,2,0,0,79,11,0
791,PhD,Married,82017.0,0,0,58,184.0,23.0,446,30,23,23,1,5,4,7,2,0,1,67,12,3
792,Graduation,Single,16813.0,0,0,49,4.0,8.0,11,12,2,13,1,2,0,3,7,0,0,74,11,1
793,Graduation,Married,51267.0,1,1,37,183.0,2.0,64,7,2,12,4,3,3,5,4,0,0,46,11,0
794,Graduation,Single,46524.0,0,1,70,31.0,19.0,35,26,14,52,2,1,1,5,3,0,0,63,11,0
795,Master,Single,45183.0,0,0,33,219.0,3.0,60,12,9,12,1,4,1,7,7,0,0,62,11,1
796,PhD,Married,70421.0,0,1,98,479.0,28.0,136,75,14,35,3,10,3,7,6,0,0,70,10,0
797,2n Cycle,Divorced,60161.0,0,1,17,584.0,44.0,212,46,8,177,3,11,4,8,8,0,0,59,12,0
798,Graduation,Together,73926.0,0,0,54,627.0,81.0,597,159,91,15,1,6,5,12,3,0,0,51,11,0
799,Graduation,Married,19329.0,1,0,39,24.0,1.0,16,12,2,5,3,4,0,3,8,0,0,56,11,0
800,Master,Married,61872.0,0,1,81,330.0,5.0,159,36,27,16,4,4,4,9,4,0,0,54,11,0
801,Graduation,Widow,46984.0,1,1,71,19.0,1.0,10,2,1,8,1,1,0,3,5,0,0,68,11,0
802,Graduation,Married,34838.0,1,1,62,28.0,23.0,29,29,14,47,3,2,1,4,6,0,0,73,11,0
803,PhD,Single,82716.0,0,0,8,606.0,81.0,228,15,148,22,1,6,8,13,2,0,0,80,11,0
804,Graduation,Married,48192.0,0,0,76,1039.0,43.0,204,153,58,29,3,2,8,12,8,0,1,66,11,3
805,Master,Married,49681.0,0,2,66,411.0,0.0,26,0,0,21,6,7,1,7,7,0,0,48,11,0
806,Master,Married,56850.0,0,1,83,34.0,1.0,19,2,7,0,1,1,1,3,2,0,0,53,10,0
807,Graduation,Married,55267.0,0,1,28,161.0,28.0,136,32,3,45,4,3,4,6,3,0,0,67,11,0
808,Graduation,Married,59666.0,1,1,87,623.0,53.0,178,23,17,133,7,3,2,8,8,0,0,52,11,1
809,Graduation,Single,72504.0,0,1,43,604.0,26.0,470,123,161,94,2,5,9,6,2,0,0,52,11,0
810,Graduation,Married,26872.0,0,0,0,3.0,10.0,8,3,16,32,1,1,1,2,6,0,0,43,11,0
811,Graduation,Single,21359.0,1,0,1,12.0,2.0,17,6,1,10,2,2,0,3,8,0,1,52,11,0
812,Graduation,Single,73170.0,0,0,1,184.0,81.0,256,50,30,32,1,5,4,6,2,0,0,49,10,0
813,Master,Married,52750.0,0,1,72,393.0,0.0,239,90,69,69,6,5,7,9,4,0,0,69,11,0
814,PhD,Together,91820.0,0,0,72,410.0,73.0,747,76,161,30,0,5,5,12,1,0,0,38,11,0
815,PhD,Together,65968.0,0,1,12,376.0,9.0,83,19,4,4,2,5,4,7,3,0,0,54,10,0
816,Graduation,Married,30772.0,1,1,89,7.0,2.0,4,2,1,4,1,1,0,2,6,0,0,48,10,0
817,Graduation,Single,22507.0,0,0,67,68.0,0.0,226,51,157,68,3,10,2,4,9,0,0,70,12,0
818,Graduation,Married,65685.0,0,1,54,642.0,14.0,49,0,7,57,1,9,2,9,5,0,0,52,10,0
819,2n Cycle,Married,25804.0,1,0,34,8.0,7.0,9,13,6,12,2,2,0,3,8,0,0,46,11,0
820,PhD,Single,76412.0,0,0,15,840.0,53.0,804,23,71,17,1,5,4,8,3,0,1,44,11,2
821,Graduation,Married,22063.0,1,0,43,7.0,10.0,13,3,11,11,2,2,0,3,7,0,0,52,11,0
822,Graduation,Single,57091.0,0,0,0,464.0,5.0,64,7,0,37,1,7,3,7,5,0,1,63,10,1
823,Graduation,Married,22419.0,0,0,74,30.0,3.0,47,19,21,42,1,3,2,2,8,0,0,61,11,0
824,Graduation,Together,87771.0,0,1,61,1225.0,38.0,287,50,57,33,1,5,10,4,6,0,1,65,11,4
825,2n Cycle,Divorced,78353.0,0,1,51,752.0,81.0,476,39,153,34,1,10,2,11,8,0,0,65,11,0
826,Graduation,Married,93404.0,1,2,97,1225.0,15.0,287,20,0,15,3,3,4,7,5,0,0,70,11,2
827,Graduation,Divorced,37859.0,1,2,75,22.0,1.0,8,2,1,2,2,1,0,3,8,0,0,62,11,0
828,PhD,Widow,80995.0,0,1,83,860.0,28.0,409,73,56,56,1,8,9,4,4,0,0,66,11,0
829,Graduation,Together,16529.0,1,0,23,3.0,0.0,5,13,0,1,1,1,0,3,6,0,0,40,10,0
830,PhD,Divorced,55412.0,1,1,65,10.0,5.0,28,11,1,8,1,2,0,3,5,0,0,48,11,0
831,Graduation,Single,48789.0,0,0,94,351.0,16.0,156,7,5,145,1,6,4,7,6,0,0,32,12,0
832,PhD,Together,56575.0,0,2,42,421.0,5.0,90,0,16,10,3,7,3,7,5,0,0,57,11,0
833,2n Cycle,Together,25130.0,1,0,10,2.0,5.0,7,0,18,18,2,2,0,3,7,0,0,44,11,0
834,Graduation,Married,35441.0,1,1,94,25.0,1.0,9,2,1,1,2,1,0,3,8,0,0,57,11,0
835,Graduation,Married,71391.0,0,1,50,336.0,81.0,274,46,123,141,5,6,5,12,3,0,0,68,11,0
836,Master,Single,49494.0,1,0,46,191.0,9.0,97,0,6,82,2,6,1,5,7,0,0,52,11,0
837,Graduation,Divorced,81702.0,0,0,98,563.0,50.0,774,28,31,187,1,7,7,12,3,0,0,44,12,0
838,2n Cycle,Single,45889.0,0,1,42,31.0,0.0,6,0,1,8,1,1,0,3,6,0,0,44,11,0
839,Graduation,Single,56628.0,0,1,30,479.0,5.0,82,7,17,171,2,7,6,5,5,0,0,47,10,1
840,Graduation,Together,34026.0,1,1,11,18.0,6.0,15,12,8,17,3,2,1,3,5,0,0,74,11,0
841,Graduation,Married,40049.0,0,1,61,91.0,65.0,52,10,44,28,3,3,2,6,5,0,0,50,12,0
842,Graduation,Single,34176.0,1,0,12,5.0,7.0,24,19,14,20,4,3,0,4,6,0,0,36,10,0
843,Graduation,Married,19419.0,1,0,76,2.0,14.0,28,16,3,7,4,4,0,3,9,0,0,43,12,0
844,2n Cycle,Married,82504.0,0,0,2,362.0,50.0,431,134,35,54,1,3,6,7,1,0,0,64,11,0
845,Graduation,Together,81205.0,0,0,43,724.0,74.0,929,97,55,130,1,5,6,7,2,0,1,54,10,3
846,2n Cycle,Single,61618.0,0,0,27,605.0,81.0,399,0,45,205,2,3,6,8,3,0,0,33,12,0
847,Master,Single,55284.0,0,1,60,547.0,7.0,140,0,7,63,3,7,5,8,5,0,0,68,12,0
848,Graduation,Single,49980.0,0,1,79,104.0,1.0,54,13,9,14,2,3,1,5,5,0,0,61,11,0
849,Graduation,Married,15072.0,2,0,96,8.0,2.0,15,0,10,18,4,3,1,3,5,0,0,44,11,0
850,Graduation,Single,49166.0,0,1,17,224.0,2.0,25,7,0,110,2,5,3,3,6,0,0,50,11,0
851,PhD,Married,65324.0,0,1,0,384.0,0.0,102,21,32,5,3,6,2,9,4,0,0,70,10,0
852,2n Cycle,Married,82347.0,0,0,38,556.0,54.0,845,202,133,63,1,7,7,10,3,0,0,67,12,2
853,PhD,Together,30843.0,1,1,43,24.0,0.0,2,0,0,9,2,1,1,2,5,0,0,58,10,1
854,PhD,Married,46374.0,0,1,1,408.0,0.0,21,0,0,17,3,7,1,7,8,0,1,50,10,2
855,Graduation,Single,60474.0,0,1,25,265.0,81.0,303,234,9,170,7,10,2,12,7,0,0,45,11,0
856,Master,Married,38576.0,0,1,2,34.0,0.0,7,0,0,0,1,1,0,3,7,0,0,51,10,0
857,Graduation,Married,55357.0,2,0,66,374.0,64.0,116,84,25,64,3,6,2,11,5,0,0,39,11,0
858,Graduation,Together,37758.0,1,1,49,27.0,2.0,10,0,0,1,2,1,0,3,8,0,0,58,12,0
859,2n Cycle,Married,85710.0,0,0,5,600.0,20.0,350,29,30,33,1,6,9,10,2,0,0,35,11,1
860,Graduation,Together,23228.0,1,0,71,13.0,2.0,18,6,1,0,2,2,0,3,8,0,0,55,10,0
861,Master,Together,44602.0,1,1,35,167.0,2.0,89,0,0,34,6,6,1,4,8,0,0,55,10,0
862,Graduation,Married,7500.0,0,0,94,0.0,2.0,3,4,1,5,1,0,0,3,6,0,0,37,11,0
863,2n Cycle,Together,38683.0,1,0,80,46.0,35.0,69,84,41,66,6,4,1,6,7,0,0,35,12,0
864,2n Cycle,Single,49514.0,1,0,61,88.0,39.0,78,58,13,93,2,6,1,4,7,0,0,49,11,0
865,PhD,Together,57906.0,0,1,29,243.0,11.0,119,10,3,15,3,4,2,8,4,0,0,51,11,0
866,Master,Single,43456.0,0,1,0,275.0,11.0,68,25,7,7,3,5,1,8,5,0,0,58,11,0
867,Master,Single,19485.0,2,0,80,6.0,0.0,4,0,0,0,1,1,0,2,7,0,0,38,11,0
868,Graduation,Together,53172.0,0,1,54,121.0,62.0,90,68,20,125,3,2,3,8,3,0,0,46,11,0
869,Graduation,Together,30545.0,1,0,71,4.0,12.0,15,19,7,12,2,2,0,3,7,0,0,45,12,0
870,PhD,Together,70123.0,0,0,27,1225.0,0.0,396,23,0,0,1,5,7,4,3,0,0,41,11,2
871,Graduation,Single,62450.0,0,1,61,515.0,47.0,267,62,66,38,2,5,5,4,3,0,0,65,10,1
872,Graduation,Together,21675.0,1,0,55,4.0,0.0,16,17,4,4,3,4,0,3,7,0,0,48,10,0
873,2n Cycle,Single,42395.0,1,1,35,48.0,13.0,57,24,15,25,4,3,1,4,7,0,0,43,10,0
874,Master,Together,61346.0,1,0,34,562.0,58.0,168,43,16,142,1,5,7,10,3,0,0,46,11,0
875,Graduation,Together,80812.0,0,0,95,769.0,22.0,500,210,143,33,1,4,8,5,2,0,0,71,11,3
876,Master,Divorced,42835.0,1,1,64,379.0,4.0,93,12,9,98,7,6,6,4,6,0,0,53,11,0
877,Graduation,Married,39922.0,1,0,30,29.0,12.0,59,19,1,36,2,3,0,4,8,0,0,41,11,0
878,Master,Single,86424.0,0,0,12,387.0,68.0,569,89,45,68,1,6,9,12,1,0,0,68,10,0
879,2n Cycle,Together,17117.0,1,0,96,12.0,23.0,38,30,18,7,4,3,1,3,9,0,0,46,11,0
880,Graduation,Single,24762.0,1,0,16,6.0,10.0,12,3,15,40,3,3,1,2,8,0,1,52,10,1
881,Graduation,Married,35797.0,0,1,16,27.0,1.0,14,4,1,21,2,2,0,3,8,0,0,49,12,0
882,Graduation,Divorced,36627.0,2,0,78,9.0,1.0,5,0,0,1,1,0,0,3,5,0,0,49,11,0
883,2n Cycle,Married,51111.0,1,1,83,22.0,0.0,19,6,5,3,2,2,0,3,6,0,0,43,10,0
884,PhD,Single,86857.0,0,0,96,899.0,81.0,838,133,102,40,1,5,6,10,2,0,1,52,12,0
885,PhD,Together,82072.0,0,0,67,889.0,55.0,685,168,92,129,1,3,2,13,1,0,0,54,11,0
886,PhD,Single,46231.0,2,1,87,189.0,2.0,55,0,5,12,4,6,1,4,9,0,0,71,12,0
887,Graduation,Married,42243.0,1,1,34,48.0,0.0,2,0,0,5,2,2,0,3,7,0,0,65,11,0
888,Graduation,Together,51195.0,1,1,46,230.0,14.0,156,82,24,58,8,9,2,5,8,0,0,62,11,0
889,Master,Single,68092.0,0,0,7,852.0,60.0,207,78,36,48,2,2,6,10,5,0,0,46,11,0
890,Graduation,Married,31814.0,1,0,73,35.0,3.0,20,4,1,20,2,2,0,3,9,0,0,51,11,1
891,Master,Widow,51390.0,1,1,54,205.0,20.0,47,23,2,56,6,5,2,5,5,0,0,59,12,0
892,Graduation,Married,76630.0,0,0,93,255.0,31.0,446,40,56,175,1,3,10,11,1,0,0,41,10,0
893,Basic,Single,26868.0,1,0,52,0.0,0.0,1,8,3,2,1,1,0,2,7,0,0,33,10,0
894,PhD,Divorced,48948.0,0,0,53,437.0,8.0,206,160,49,42,2,7,10,5,6,0,1,81,11,1
895,PhD,Single,55260.0,0,1,81,825.0,8.0,53,11,0,242,2,8,10,5,6,0,0,52,12,0
896,Graduation,Together,64090.0,0,1,8,316.0,58.0,161,76,51,135,1,6,9,4,5,0,1,68,11,0
897,Graduation,Divorced,78331.0,0,1,97,756.0,81.0,354,160,169,61,2,10,6,7,4,0,0,66,10,0
898,PhD,Married,37087.0,1,0,50,194.0,55.0,134,15,0,3,3,4,2,8,6,0,0,50,11,0
899,Graduation,Divorced,21846.0,1,0,38,7.0,17.0,18,6,10,26,4,4,0,3,8,0,0,38,11,0
900,Graduation,Married,81320.0,0,0,61,183.0,33.0,493,59,103,57,1,4,3,10,2,0,0,66,11,0
901,Graduation,Divorced,54137.0,0,1,46,171.0,0.0,11,0,1,20,2,4,1,4,6,0,0,54,11,0
902,Graduation,Together,66825.0,0,0,73,243.0,81.0,405,29,40,40,1,4,5,6,2,0,0,57,11,0
903,Graduation,Together,57100.0,0,0,19,181.0,21.0,69,39,3,96,1,3,3,6,3,0,0,51,11,0
904,Graduation,Together,58917.0,1,2,10,151.0,7.0,89,0,7,28,5,4,1,6,5,0,0,55,11,0
905,Graduation,Single,85072.0,0,0,94,494.0,81.0,391,194,11,241,1,3,4,10,0,0,0,47,10,0
906,Graduation,Single,86429.0,0,0,10,464.0,28.0,873,29,18,37,0,7,4,7,2,0,1,63,11,1
907,Graduation,Widow,45684.0,1,0,37,5.0,1.0,5,10,0,7,1,1,0,2,7,0,0,53,11,0
908,Graduation,Together,47889.0,1,0,94,29.0,0.0,29,0,5,4,1,2,0,3,5,0,0,50,10,0
909,PhD,Married,45921.0,0,0,23,102.0,9.0,49,24,3,12,1,2,1,6,4,0,0,38,10,0
910,PhD,Single,78420.0,0,0,75,604.0,28.0,674,91,28,28,1,3,10,8,1,0,0,58,11,0
911,Graduation,Together,75114.0,0,0,40,571.0,12.0,523,63,60,24,1,3,10,5,2,0,0,32,11,0
912,PhD,Widow,52278.0,0,1,24,953.0,0.0,71,0,0,174,6,10,5,10,8,0,1,61,11,0
913,Master,Married,35641.0,1,0,11,63.0,3.0,67,8,9,28,2,3,1,4,7,0,1,52,11,0
914,Graduation,Single,95529.0,0,0,29,770.0,29.0,890,250,27,24,1,7,3,7,3,0,1,30,12,1
915,Graduation,Married,62820.0,0,0,51,398.0,61.0,265,138,61,53,1,3,4,6,1,0,0,70,11,0
916,Master,Together,73113.0,0,0,86,741.0,19.0,154,50,9,28,1,3,4,7,2,0,0,64,11,0
917,PhD,Married,84169.0,0,0,9,1225.0,19.0,403,0,19,0,1,7,6,6,3,0,1,42,11,2
918,2n Cycle,Single,42607.0,0,1,30,156.0,29.0,56,30,32,47,2,3,2,7,3,0,0,70,11,0
919,PhD,Single,74637.0,0,0,73,960.0,64.0,464,146,0,16,1,6,9,9,3,0,0,70,11,1
920,PhD,Together,46015.0,1,1,25,38.0,0.0,2,0,0,6,1,1,0,3,7,0,0,69,10,2
921,Graduation,Single,72354.0,0,0,67,315.0,26.0,473,220,12,182,1,2,10,6,1,0,0,31,11,0
922,Master,Single,39858.0,1,0,67,15.0,20.0,25,2,7,26,1,2,0,4,6,0,1,55,11,0
923,PhD,Married,34469.0,1,1,58,19.0,6.0,20,0,5,12,3,1,1,4,4,0,0,76,10,0
924,Graduation,Together,83033.0,1,0,82,812.0,81.0,431,237,149,33,1,11,4,10,5,0,0,38,10,1
925,Master,Together,24401.0,0,0,98,73.0,28.0,217,10,24,115,3,6,1,6,8,0,0,45,12,0
926,Graduation,Married,77583.0,0,0,93,372.0,23.0,384,250,12,108,1,4,5,9,2,0,0,46,10,1
927,2n Cycle,Single,74116.0,0,0,53,871.0,81.0,704,145,55,166,1,4,4,10,2,0,0,42,11,1
928,Graduation,Single,74293.0,0,0,66,375.0,81.0,335,93,91,81,1,5,4,6,2,0,0,31,10,0
929,PhD,Married,68397.0,0,1,6,760.0,80.0,466,17,13,80,1,6,9,5,3,0,0,48,11,0
930,PhD,Together,79632.0,0,0,42,471.0,0.0,510,99,21,12,1,6,4,9,2,0,0,50,10,0
931,Graduation,Single,46107.0,1,0,78,31.0,9.0,27,16,9,33,1,1,1,4,3,0,0,35,10,0
932,PhD,Single,64950.0,0,1,29,819.0,0.0,72,12,0,63,2,11,2,10,7,0,0,73,12,1
933,Basic,Married,25443.0,1,0,82,1.0,4.0,3,8,9,7,1,1,0,3,8,0,0,35,12,0
934,Graduation,Single,75127.0,0,0,92,203.0,35.0,305,46,17,227,1,2,11,5,1,0,0,72,10,0
935,PhD,Together,32892.0,1,0,78,26.0,0.0,15,2,1,2,2,3,0,3,8,0,0,53,10,0
936,Graduation,Together,71796.0,0,0,54,354.0,21.0,311,167,75,32,1,9,3,4,4,0,0,53,11,0
937,PhD,Married,67536.0,0,1,45,1225.0,0.0,447,23,71,35,3,11,5,11,8,0,0,54,11,1
938,Graduation,Single,55239.0,0,1,59,371.0,17.0,238,23,24,106,3,7,5,11,5,0,0,53,11,0
939,PhD,Divorced,60554.0,1,0,8,588.0,7.0,76,110,15,15,2,8,4,9,6,0,0,49,11,0
940,2n Cycle,Single,64831.0,1,1,51,480.0,81.0,249,75,86,144,8,6,3,5,6,0,0,72,11,0
941,PhD,Together,56067.0,0,1,51,517.0,12.0,54,16,6,120,2,7,4,7,5,0,0,62,11,0
942,Graduation,Divorced,82025.0,0,0,76,267.0,81.0,606,48,70,98,1,3,2,6,1,0,1,41,11,1
943,Graduation,Together,94384.0,0,0,62,1111.0,24.0,790,160,45,172,0,5,8,5,2,0,1,71,11,3
944,Basic,Single,14906.0,0,0,86,7.0,7.0,14,7,16,15,3,2,1,3,7,0,0,38,12,0
945,PhD,Married,51563.0,0,0,60,1166.0,0.0,48,0,0,36,1,4,4,10,8,0,0,37,12,2
946,2n Cycle,Married,57937.0,0,1,56,261.0,42.0,144,55,48,133,3,4,4,9,3,0,0,42,10,0
947,Graduation,Divorced,68274.0,1,1,83,135.0,25.0,51,23,25,46,2,4,2,5,3,0,0,45,11,0
948,Graduation,Together,39771.0,1,0,92,6.0,2.0,18,2,8,14,1,2,0,3,4,0,0,47,11,0
949,2n Cycle,Divorced,67893.0,0,1,31,711.0,28.0,142,49,18,47,2,3,2,9,8,0,0,49,12,0
950,PhD,Together,27922.0,1,0,80,11.0,0.0,13,2,4,11,1,2,0,3,4,0,0,45,10,0
951,PhD,Together,52190.0,1,1,39,42.0,0.0,17,0,0,18,3,2,1,3,5,0,0,48,10,1
952,Master,Divorced,44051.0,1,1,20,79.0,7.0,58,6,3,18,4,3,1,4,6,0,1,51,11,0
953,PhD,Single,42767.0,2,0,53,20.0,6.0,43,19,5,38,1,3,1,2,8,0,0,53,11,0
954,Master,Together,46106.0,1,1,84,30.0,0.0,8,2,0,14,1,1,1,2,6,0,0,48,10,0
955,PhD,Married,16927.0,1,1,50,20.0,2.0,23,3,1,4,5,3,0,4,8,0,0,48,11,0
956,Graduation,Married,59754.0,0,1,96,115.0,27.0,44,4,146,139,3,5,2,6,5,0,1,59,12,0
957,Graduation,Single,53700.0,0,1,94,263.0,5.0,233,69,41,83,4,5,5,8,5,0,0,72,12,0
958,Graduation,Married,59041.0,1,1,25,69.0,2.0,15,2,2,6,2,2,0,4,5,0,0,51,10,0
959,PhD,Divorced,54237.0,0,1,48,267.0,3.0,30,4,0,57,4,5,2,5,6,0,0,67,11,0
960,Graduation,Divorced,70647.0,0,1,65,561.0,81.0,171,25,123,114,2,4,7,13,2,0,0,57,12,0
961,PhD,Single,52597.0,0,1,69,492.0,0.0,37,7,0,42,3,6,3,8,5,0,0,62,10,0
962,Master,Together,41021.0,1,0,12,14.0,7.0,9,6,16,12,2,2,0,3,6,0,1,55,12,0
963,PhD,Married,40233.0,0,1,84,80.0,4.0,46,0,17,2,5,2,1,5,6,0,0,49,11,0
964,Graduation,Married,50183.0,1,1,47,97.0,12.0,84,13,10,15,7,3,1,6,5,0,0,44,10,0
965,Graduation,Together,54753.0,0,1,87,197.0,81.0,227,7,59,131,3,5,2,11,4,0,0,65,11,0
966,Graduation,Married,92955.0,0,0,35,693.0,21.0,925,31,24,84,1,6,7,9,2,0,1,51,11,2
967,Graduation,Married,33471.0,1,0,47,43.0,2.0,27,0,9,12,3,3,0,4,7,0,0,51,12,0
968,PhD,Married,34596.0,1,0,48,14.0,0.0,2,0,0,7,1,1,0,2,8,0,1,50,11,0
