Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
Graduation,Together,75702.0,0,1,87,1073.0,0.0,629,145,37,37,1,10,5,13,6,0,0,50,12,1
Graduation,Single,64509.0,0,0,19,836.0,81.0,575,24,25,77,1,6,3,9,4,0,1,34,11,1
PhD,Divorced,90687.0,0,0,98,982.0,17.0,672,23,34,51,1,6,2,8,2,0,1,41,11,1
Master,Single,46098.0,1,1,86,57.0,0.0,27,0,0,36,4,3,2,2,8,0,0,49,12,0
Master,Married,35178.0,1,0,10,23.0,1.0,13,2,2,18,1,1,1,2,7,0,1,53,11,1
Graduation,Married,24639.0,1,1,3,20.0,3.0,16,0,4,1,3,2,0,4,6,0,0,51,10,0
Basic,Married,20425.0,1,0,5,4.0,12.0,5,3,16,17,2,2,0,3,7,0,0,38,12,0
Basic,Together,22634.0,0,0,47,2.0,23.0,11,8,6,46,1,2,1,2,8,0,0,58,11,0
PhD,Single,78420.0,0,0,75,604.0,28.0,674,91,28,28,1,3,10,8,1,0,0,58,11,0
PhD,Single,40760.0,0,1,64,70.0,0.0,17,0,0,6,2,2,1,3,6,0,0,59,11,0
Graduation,Single,34738.0,1,0,51,3.0,2.0,10,3,0,2,1,1,0,3,6,0,0,40,10,0
PhD,Married,54432.0,2,1,37,33.0,0.0,5,0,0,0,1,1,0,3,4,0,0,74,11,0
Master,Widow,33051.0,0,0,15,100.0,71.0,243,108,94,219,3,9,1,8,9,0,1,65,12,0
Master,Divorced,70638.0,0,0,69,1016.0,12.0,215,16,12,63,1,4,5,10,3,0,0,69,11,1
Graduation,Divorced,63033.0,0,0,82,194.0,61.0,480,225,112,30,1,3,4,8,2,0,0,65,11,0
Graduation,Divorced,78331.0,0,1,97,756.0,81.0,354,160,169,61,2,10,6,7,4,0,0,66,10,0
Graduation,Married,28718.0,1,0,78,12.0,4.0,6,11,8,16,2,2,0,3,8,0,0,42,11,0
Graduation,Divorced,15287.0,1,0,60,1.0,2.0,8,4,3,13,2,1,1,2,7,0,1,45,12,1
Graduation,Single,60474.0,0,1,25,265.0,81.0,303,234,9,170,7,10,2,12,7,0,0,45,11,0
Graduation,Married,18690.0,0,0,77,6.0,1.0,7,23,4,19,1,1,1,2,8,0,0,65,12,0
Graduation,Divorced,54137.0,0,1,46,171.0,0.0,11,0,1,20,2,4,1,4,6,0,0,54,11,0
Graduation,Single,18701.0,1,1,95,12.0,4.0,2,10,6,10,4,2,0,4,5,0,0,60,11,0
2n Cycle,Married,82504.0,0,0,2,362.0,50.0,431,134,35,54,1,3,6,7,1,0,0,64,11,0
PhD,Alone,35860.0,1,1,37,15.0,0.0,8,4,2,20,2,1,1,2,5,0,1,51,10,1
Graduation,Single,51381.5,1,2,67,738.0,20.0,172,52,50,20,6,2,3,10,7,0,0,54,11,2
Graduation,Single,44503.0,1,1,83,31.0,1.0,8,0,0,8,2,2,0,3,6,0,0,52,10,0
Master,Married,63206.0,0,0,65,750.0,8.0,125,11,8,26,1,4,3,6,2,0,0,50,10,1
Graduation,Married,27803.0,1,0,40,8.0,26.0,46,38,9,49,2,3,0,4,8,0,0,51,12,0
2n Cycle,Married,15315.0,0,0,27,7.0,4.0,13,15,8,17,2,2,0,4,5,0,0,54,11,0
PhD,Divorced,36921.0,1,1,74,17.0,1.0,12,3,1,4,2,2,0,3,7,0,0,59,11,0
Master,Together,57288.0,0,1,27,527.0,0.0,21,0,0,60,3,8,1,8,6,0,0,61,10,1
Graduation,Single,72679.0,0,1,65,619.0,54.0,260,127,54,54,1,4,7,5,1,0,0,55,11,0
Graduation,Divorced,63887.0,0,1,38,897.0,23.0,207,15,11,92,5,9,6,12,6,0,0,62,12,0
Graduation,Married,72190.0,0,0,79,597.0,81.0,597,172,166,249,1,5,6,4,3,0,0,59,11,0
Master,Together,51381.5,0,1,83,161.0,0.0,22,0,0,24,2,4,1,4,6,0,0,70,11,0
PhD,Married,60896.0,0,1,90,1013.0,30.0,399,60,46,153,3,9,10,4,6,0,1,60,12,0
Graduation,Married,62187.0,0,0,49,792.0,0.0,275,45,45,126,1,4,8,5,3,0,0,67,11,0
Master,Together,74881.0,1,1,48,505.0,72.0,270,36,27,54,4,9,2,12,5,0,0,63,11,0
Graduation,Married,29009.0,1,0,19,6.0,6.0,15,10,5,2,2,2,0,3,6,0,0,43,11,0
Graduation,Together,50272.0,1,0,75,99.0,13.0,66,43,8,4,3,4,1,5,7,0,0,42,11,0
2n Cycle,Single,61618.0,0,0,27,605.0,81.0,399,0,45,205,2,3,6,8,3,0,0,33,12,0
Graduation,Married,38872.0,1,0,93,23.0,3.0,21,3,19,22,2,3,0,3,8,0,0,36,11,0
PhD,Together,64413.0,0,1,27,200.0,5.0,44,0,10,20,1,5,1,5,5,0,0,54,11,0
2n Cycle,Married,57937.0,0,1,56,261.0,42.0,144,55,48,133,3,4,4,9,3,0,0,42,10,0
PhD,Married,64355.0,1,0,66,1047.0,0.0,140,67,38,153,2,4,3,12,8,0,0,39,12,0
Graduation,Divorced,72967.0,0,1,1,158.0,35.0,179,0,0,125,2,7,2,8,5,0,1,54,12,1
Graduation,Married,18690.0,0,0,77,6.0,1.0,7,23,4,19,1,1,1,2,8,0,0,65,12,0
PhD,Married,46463.0,1,1,56,163.0,2.0,40,8,11,11,7,3,1,6,6,0,0,53,11,0
Graduation,Together,26646.0,1,0,26,11.0,4.0,20,10,3,5,2,2,0,4,6,0,0,40,10,0
Master,Together,47352.0,0,1,70,172.0,12.0,112,8,0,15,4,6,1,5,7,0,0,73,11,0
Graduation,Widow,31880.0,1,0,13,4.0,1.0,5,2,0,3,1,1,0,2,8,0,0,54,12,0
Master,Together,62513.0,0,1,16,520.0,42.0,98,0,42,14,2,6,4,10,6,0,0,57,11,0
Graduation,Married,18793.0,1,0,14,4.0,16.0,20,0,17,20,3,2,0,4,8,0,0,53,11,0
Graduation,Together,38232.0,1,1,84,43.0,5.0,28,7,6,33,4,3,1,3,5,0,0,53,10,0
Graduation,Married,47850.0,1,0,72,42.0,7.0,43,20,12,10,1,3,0,4,6,0,0,44,11,0
PhD,Married,79930.0,0,0,72,792.0,81.0,740,67,51,17,1,3,5,8,2,0,0,52,12,0
PhD,Divorced,35860.0,1,1,37,15.0,0.0,8,4,2,20,2,1,1,2,5,0,0,51,10,1
PhD,Single,42710.0,1,0,38,252.0,3.0,42,4,3,102,2,4,5,3,6,0,0,40,12,0
Graduation,Single,22804.0,1,0,75,14.0,1.0,7,2,1,1,1,2,0,2,9,0,0,53,11,0
PhD,Married,37087.0,1,0,50,194.0,55.0,134,15,0,3,3,4,2,8,6,0,0,50,11,0
PhD,Together,51381.5,1,0,17,25.0,1.0,13,0,0,3,1,1,0,3,7,0,0,52,10,0
Graduation,Married,44375.0,0,1,73,213.0,5.0,28,7,7,41,1,4,1,6,5,0,0,59,10,0
PhD,Single,40304.0,1,0,82,37.0,0.0,17,0,0,3,1,2,0,3,7,0,0,57,11,0
Graduation,Married,71434.0,0,1,4,711.0,36.0,217,172,96,168,3,7,4,7,4,0,0,62,11,2
Graduation,Single,34176.0,1,0,12,5.0,7.0,24,19,14,20,4,3,0,4,6,0,0,36,10,0
PhD,Single,45576.0,0,0,9,56.0,19.0,29,2,14,25,1,3,1,3,8,0,1,79,10,0
Graduation,Single,34412.0,1,0,62,52.0,12.0,50,4,36,55,3,5,0,3,9,0,0,34,11,0
Graduation,Single,60714.0,0,0,56,216.0,81.0,224,101,92,162,2,7,4,10,5,0,1,68,11,0
Graduation,Married,19986.0,1,0,74,3.0,6.0,5,0,2,6,1,0,0,3,7,0,0,39,11,0
Graduation,Together,39898.0,0,1,20,69.0,8.0,26,12,7,12,2,3,0,4,7,0,0,70,11,0
Graduation,Married,54198.0,1,1,13,185.0,0.0,28,3,2,17,6,3,1,6,4,0,0,58,11,0
Graduation,Single,61209.0,0,0,73,466.0,0.0,224,119,49,99,1,5,3,4,2,0,0,54,11,0
Master,Together,65735.0,1,1,37,239.0,7.0,119,4,15,11,5,6,2,6,7,0,0,59,11,0
PhD,Married,93027.0,0,0,77,1225.0,42.0,716,55,0,21,0,7,10,5,2,0,0,83,11,1
PhD,Married,59973.0,0,0,47,130.0,30.0,168,20,34,0,1,3,4,7,1,0,0,52,11,0
Master,Together,40101.0,1,0,73,171.0,3.0,129,26,24,62,4,6,1,6,7,0,0,39,12,0
Graduation,Widow,72298.0,0,0,52,625.0,35.0,169,58,17,35,1,4,3,6,1,0,0,75,10,2
Master,Divorced,57530.0,0,1,68,50.0,1.0,27,6,7,1,1,1,1,4,1,0,0,73,11,0
Graduation,Married,80398.0,0,0,92,342.0,51.0,936,207,35,26,1,5,8,12,3,0,0,58,12,1
Graduation,Divorced,51537.0,0,1,27,787.0,20.0,204,0,0,92,3,2,2,11,8,0,0,72,12,0
Master,Married,79734.0,0,0,72,572.0,8.0,232,23,62,17,1,4,3,6,1,0,0,55,10,1
Graduation,Single,81657.0,0,0,69,364.0,40.0,425,158,60,50,1,3,4,8,1,0,0,55,10,0
PhD,Widow,47111.0,0,1,35,595.0,71.0,153,120,112,41,6,3,2,10,9,0,0,53,12,0
Graduation,Single,67384.0,0,1,32,957.0,40.0,175,158,53,107,2,7,8,5,5,0,0,54,12,1
Graduation,Together,32474.0,1,1,0,10.0,0.0,1,0,0,0,1,1,0,2,7,0,0,57,10,0
Graduation,Together,40689.0,0,1,69,270.0,3.0,27,39,6,99,7,7,1,5,8,0,0,73,11,0
Graduation,Married,64722.0,1,0,47,303.0,0.0,280,60,147,15,4,8,2,11,6,0,0,53,10,0
Graduation,Together,41883.0,1,0,13,32.0,34.0,41,73,16,116,3,4,2,3,7,0,0,36,11,0
Graduation,Together,44931.0,0,1,0,78.0,0.0,11,0,0,7,1,2,1,3,5,0,0,57,10,0
Graduation,Single,21359.0,1,0,1,12.0,2.0,17,6,1,10,2,2,0,3,8,0,1,52,11,0
Graduation,Married,73538.0,0,1,92,811.0,76.0,428,99,137,107,3,10,4,9,7,0,0,59,12,0
Graduation,Married,29440.0,1,1,95,17.0,8.0,14,10,4,3,2,1,0,4,7,0,0,64,11,0
Graduation,Divorced,68118.0,0,1,51,595.0,23.0,123,10,23,154,2,8,9,4,6,0,0,61,11,0
Graduation,Divorced,72071.0,0,1,4,531.0,69.0,300,150,138,150,3,5,4,8,2,0,0,70,11,0
Basic,Together,13724.0,1,0,43,2.0,7.0,5,2,15,27,1,2,0,2,9,0,0,36,12,1
2n Cycle,Married,59060.0,1,0,77,35.0,40.0,111,36,40,12,3,3,1,7,4,0,0,35,10,0
Master,Together,83151.0,0,0,93,407.0,28.0,100,120,74,18,1,5,9,4,3,0,0,64,12,0
Graduation,Together,39898.0,0,1,20,69.0,8.0,26,12,7,12,2,3,0,4,7,0,0,70,11,0
Graduation,Married,35788.0,1,1,34,23.0,2.0,11,3,1,4,2,2,0,3,6,0,0,53,10,0
Basic,Single,20194.0,1,0,64,0.0,4.0,7,11,10,15,2,2,0,3,6,0,0,45,12,0
Graduation,Married,65685.0,0,1,54,642.0,14.0,49,0,7,57,1,9,2,9,5,0,0,52,10,0
Graduation,Married,61014.0,0,1,17,269.0,81.0,495,182,43,29,4,9,3,4,7,0,0,44,12,0
Graduation,Married,28442.0,2,0,53,19.0,3.0,10,11,8,6,3,2,1,4,4,0,0,46,10,0
2n Cycle,Married,54690.0,1,1,76,111.0,16.0,37,7,9,18,3,3,1,5,3,0,0,53,11,0
Graduation,Married,80134.0,1,0,40,1218.0,16.0,272,104,0,80,2,5,3,6,6,0,1,52,11,3
Graduation,Single,28647.0,1,0,54,19.0,8.0,29,0,12,26,1,2,2,2,7,0,1,46,11,1
Graduation,Together,74538.0,0,0,21,380.0,81.0,733,110,112,28,1,8,8,5,3,0,1,53,11,1
Basic,Single,16185.0,1,0,71,5.0,11.0,16,21,8,45,2,2,2,2,8,0,0,34,11,0
2n Cycle,Together,50334.0,0,1,24,284.0,16.0,160,84,16,134,6,7,4,6,6,0,0,52,11,0
Graduation,Together,47009.0,0,1,89,171.0,45.0,73,59,10,90,4,3,2,8,4,0,0,59,11,0
Graduation,Married,18690.0,0,0,77,6.0,1.0,7,23,4,19,1,1,1,2,8,0,0,65,12,0
Graduation,Married,51479.0,1,1,67,247.0,8.0,160,6,8,65,7,6,3,6,7,0,0,57,12,0
Graduation,Single,44213.0,1,1,48,95.0,11.0,35,0,4,7,4,2,1,5,6,0,0,72,11,0
Graduation,Single,75825.0,0,0,40,1032.0,81.0,779,137,105,51,0,5,8,9,4,0,1,48,12,1
Graduation,Single,51381.5,1,0,19,5.0,1.0,3,3,263,362,0,27,0,0,1,0,0,38,11,0
Graduation,Married,72117.0,0,1,34,707.0,20.0,171,65,60,50,1,9,7,9,5,0,0,47,11,0
Graduation,Married,32880.0,1,0,76,8.0,4.0,15,7,6,2,1,1,0,3,8,0,0,38,12,0
Graduation,Married,44794.0,0,1,99,54.0,0.0,7,0,0,4,1,2,0,3,6,0,0,58,10,0
Master,Together,82384.0,0,0,55,984.0,51.0,432,180,120,190,1,3,10,13,1,0,1,69,12,1
Master,Divorced,63120.0,0,1,53,965.0,69.0,279,54,41,69,5,8,4,9,7,0,1,74,12,0
PhD,Married,46377.0,1,0,89,37.0,0.0,46,4,3,0,1,2,1,3,4,0,0,46,10,0
Graduation,Divorced,58710.0,0,1,77,440.0,81.0,368,0,122,174,6,11,5,9,6,0,0,54,11,0
Master,Together,79419.0,0,0,96,751.0,81.0,687,20,15,31,1,4,6,4,2,0,0,54,10,0
2n Cycle,Married,72635.0,0,0,54,390.0,22.0,323,104,35,107,1,6,8,6,3,0,0,69,11,1
PhD,Married,33454.0,1,0,32,76.0,10.0,56,3,1,23,2,4,0,4,8,0,0,39,11,0
Graduation,Together,78687.0,0,0,13,817.0,81.0,687,145,55,241,1,4,6,8,2,0,1,41,12,1
PhD,Single,82716.0,0,0,8,606.0,81.0,228,15,148,22,1,6,8,13,2,0,0,80,11,0
Graduation,Married,44529.0,0,1,98,538.0,13.0,91,17,6,26,6,6,2,11,5,0,0,58,11,1
Graduation,Divorced,75693.0,0,0,10,797.0,81.0,293,72,97,30,1,11,4,6,4,0,1,56,12,3
Graduation,Together,41728.0,1,0,92,13.0,6.0,15,3,5,13,1,2,0,2,10,0,0,56,11,0
PhD,Widow,54356.0,0,1,62,710.0,15.0,30,20,0,0,3,11,2,8,8,0,1,75,12,0
Graduation,Married,49096.0,1,1,15,144.0,1.0,32,2,1,7,4,4,1,4,7,0,0,60,11,0
Master,Married,33181.0,1,0,90,9.0,0.0,3,0,0,4,1,1,0,2,6,0,0,48,10,1
PhD,Married,41014.0,1,0,65,7.0,2.0,6,2,0,3,1,1,0,2,7,0,0,46,11,0
Graduation,Single,7500.0,1,0,54,5.0,3.0,10,12,7,20,4,3,1,3,7,0,0,51,11,0
Master,Together,46014.0,1,1,21,410.0,0.0,59,19,9,44,10,7,1,8,7,0,0,50,11,0
Graduation,Widow,63285.0,0,0,84,508.0,81.0,249,50,38,134,1,6,5,13,3,0,0,79,11,0
2n Cycle,Married,62972.0,0,1,39,313.0,15.0,47,20,0,192,2,7,4,3,6,0,0,69,12,0
2n Cycle,Married,76800.0,0,0,33,173.0,26.0,255,35,71,81,1,4,4,7,1,0,0,59,10,0
Graduation,Married,51267.0,1,1,37,183.0,2.0,64,7,2,12,4,3,3,5,4,0,0,46,11,0
Graduation,Divorced,79803.0,0,1,54,574.0,8.0,216,21,16,33,1,4,3,5,1,0,0,66,10,0
Master,Married,36408.0,1,1,11,9.0,1.0,4,3,2,3,1,1,0,2,6,0,0,75,11,0
PhD,Married,56242.0,0,1,72,689.0,8.0,167,11,8,88,5,8,4,11,6,0,0,55,11,0
Graduation,Together,28320.0,0,1,68,19.0,1.0,14,3,2,4,1,1,0,3,8,0,0,74,11,0
Graduation,Divorced,82623.0,0,0,58,204.0,34.0,204,172,153,173,1,2,9,4,1,0,0,72,11,0
Graduation,Married,70503.0,0,0,73,1225.0,33.0,216,0,33,66,1,2,4,9,6,0,0,71,12,2
Graduation,Together,38590.0,1,0,65,3.0,1.0,8,4,3,3,1,1,0,2,8,0,0,53,11,0
Master,Together,77632.0,0,0,73,1200.0,81.0,758,0,42,147,1,4,2,6,2,0,1,77,11,2
Graduation,Single,25008.0,1,0,72,2.0,8.0,8,6,1,9,2,1,0,3,8,0,0,36,10,0
Graduation,Married,65316.0,1,1,65,112.0,6.0,92,3,9,38,2,3,2,5,4,0,0,62,11,0
2n Cycle,Single,83257.0,0,0,56,536.0,27.0,590,38,107,67,1,5,10,12,6,1,1,29,12,2
PhD,Married,61467.0,0,2,69,410.0,16.0,114,0,5,49,3,5,2,10,5,0,0,76,12,0
PhD,Married,75283.0,1,2,26,733.0,9.0,180,12,19,66,11,6,3,5,4,0,0,67,11,0
Graduation,Together,46610.0,0,0,4,288.0,10.0,30,4,10,125,1,6,1,6,6,0,0,66,11,0
Graduation,Married,61286.0,0,1,34,356.0,0.0,107,19,9,117,2,7,1,8,5,0,0,58,11,0
Master,Single,75777.0,0,0,12,712.0,26.0,538,69,13,80,1,3,6,11,1,0,1,42,11,2
Graduation,Married,27116.0,1,1,78,12.0,1.0,21,2,2,3,2,2,0,3,7,0,0,63,10,0
Master,Together,51381.5,0,0,87,445.0,37.0,359,98,28,18,1,2,4,8,1,0,0,51,11,0
PhD,Together,45068.0,0,1,25,14.0,0.0,3,0,0,3,1,1,0,2,7,0,0,50,11,0
Graduation,Together,58554.0,1,1,55,368.0,24.0,68,38,0,88,6,8,2,6,7,0,0,56,12,0
Graduation,Together,21994.0,0,1,4,9.0,0.0,6,3,1,3,1,0,0,3,5,0,0,67,12,0
Basic,Married,24480.0,1,0,46,4.0,19.0,9,28,25,17,3,3,0,4,7,0,0,43,11,0
2n Cycle,Divorced,59601.0,0,1,14,691.0,7.0,69,0,7,23,4,2,2,7,8,0,0,47,11,1
PhD,Together,46681.0,0,2,52,269.0,15.0,69,15,19,38,2,4,6,4,5,0,0,76,11,0
2n Cycle,Together,54342.0,1,1,74,84.0,10.0,34,11,10,28,4,3,1,4,6,0,0,68,11,0
Master,Married,27100.0,1,0,64,12.0,0.0,13,2,0,10,1,1,0,3,7,0,0,41,11,0
Master,Single,55284.0,0,1,60,547.0,7.0,140,0,7,63,3,7,5,8,5,0,0,68,12,0
PhD,Married,84618.0,0,0,96,684.0,81.0,801,21,66,0,1,6,9,10,2,0,0,59,11,1
Graduation,Single,57967.0,0,1,39,229.0,7.0,137,4,0,91,5,4,2,8,5,0,0,62,11,0
Graduation,Together,77298.0,0,1,46,425.0,81.0,292,23,35,79,1,6,6,11,3,0,0,45,11,0
Graduation,Together,21994.0,0,1,4,9.0,0.0,6,3,1,3,1,0,0,3,5,0,0,67,12,0
2n Cycle,Together,71488.0,0,0,87,162.0,33.0,124,40,28,172,2,3,4,7,1,0,0,59,11,0
PhD,Single,40637.0,1,1,72,22.0,0.0,13,0,0,3,2,1,0,3,7,0,0,59,11,0
Graduation,Single,35790.0,1,0,54,12.0,6.0,20,30,1,3,2,2,0,3,7,0,0,47,11,0
2n Cycle,Married,24683.0,1,0,98,8.0,4.0,10,6,7,6,2,2,0,4,5,0,0,34,10,0
Graduation,Together,69096.0,0,1,4,247.0,49.0,159,7,82,109,1,5,2,10,4,0,0,66,11,0
Graduation,Together,56386.0,1,1,51,230.0,48.0,214,13,32,75,8,9,1,7,9,0,0,43,12,0
PhD,Single,113734.0,0,0,9,6.0,2.0,3,1,262,3,0,27,0,0,1,0,0,79,10,0
Master,Married,37787.0,1,0,50,40.0,1.0,40,4,3,18,1,3,0,3,8,0,0,52,11,0
Master,Married,30477.0,1,0,16,47.0,1.0,6,0,0,12,1,1,1,3,6,0,0,40,10,0
PhD,Married,33762.0,2,1,61,53.0,1.0,34,2,0,16,3,2,2,2,8,0,0,65,11,0
Graduation,Divorced,21846.0,1,0,38,7.0,17.0,18,6,10,26,4,4,0,3,8,0,0,38,11,0
PhD,Married,70421.0,0,1,98,479.0,28.0,136,75,14,35,3,10,3,7,6,0,0,70,10,0
Graduation,Married,73448.0,0,0,10,236.0,81.0,189,23,41,130,1,7,2,9,4,0,0,55,10,0
Graduation,Single,29760.0,1,0,87,64.0,4.0,68,7,5,17,4,3,1,4,8,0,0,39,12,0
Master,Divorced,44635.0,1,1,25,56.0,0.0,9,0,0,3,2,2,0,3,7,0,0,53,11,0
Graduation,Married,42081.0,1,0,86,175.0,10.0,110,54,6,27,2,6,3,4,6,0,0,42,11,1
Graduation,Widow,43638.0,0,1,37,63.0,10.0,83,7,19,19,2,4,1,4,7,0,0,55,12,0
Graduation,Married,42192.0,0,0,40,40.0,15.0,15,17,6,7,1,2,1,3,4,0,0,76,11,0
Graduation,Divorced,26759.0,1,0,65,25.0,3.0,16,8,5,2,2,2,1,3,6,0,0,52,10,0
Graduation,Divorced,63693.0,0,1,63,587.0,43.0,337,42,87,54,3,11,6,9,6,0,0,46,11,0
Graduation,Together,43482.0,2,1,83,18.0,1.0,32,6,3,28,3,2,0,4,6,0,0,58,11,0
PhD,Married,67546.0,0,0,90,864.0,81.0,768,150,38,172,1,4,10,5,3,0,0,36,12,0
Graduation,Married,48752.0,1,1,8,73.0,57.0,100,71,15,0,5,6,1,5,9,0,1,55,12,0
Master,Divorced,42618.0,1,0,92,76.0,14.0,74,13,5,10,2,5,0,4,8,0,0,52,11,0
PhD,Married,36947.0,1,1,49,88.0,3.0,21,4,1,29,4,3,0,4,9,0,0,57,12,0
Graduation,Together,37758.0,1,1,49,27.0,2.0,10,0,0,1,2,1,0,3,8,0,0,58,12,0
Graduation,Single,80695.0,0,0,85,557.0,81.0,984,193,37,18,1,5,8,5,2,0,0,61,11,0
Graduation,Married,50501.0,1,1,10,297.0,0.0,38,13,0,152,7,5,4,4,6,0,1,70,11,1
Graduation,Divorced,51813.0,1,1,37,51.0,2.0,7,0,1,2,2,2,0,3,7,0,0,52,11,0
Graduation,Single,63810.0,0,1,45,977.0,12.0,253,16,12,101,4,4,3,12,8,0,0,58,12,1
Master,Married,49681.0,0,2,66,411.0,0.0,26,0,0,21,6,7,1,7,7,0,0,48,11,0
Master,Together,70545.0,0,1,29,138.0,39.0,63,55,18,21,1,4,1,7,2,0,0,72,10,0
Graduation,Together,42554.0,1,1,93,29.0,1.0,11,0,0,0,2,2,0,3,4,0,0,46,11,0
Graduation,Together,85693.0,0,1,59,386.0,81.0,183,185,132,111,2,9,5,11,5,0,0,45,11,0
Graduation,Single,30015.0,1,0,28,25.0,0.0,22,2,3,5,2,1,0,4,5,0,0,54,10,0
Graduation,Married,28332.0,0,0,58,14.0,10.0,13,4,15,9,1,2,1,4,2,0,0,72,10,0
Graduation,Married,13260.0,1,1,48,9.0,4.0,17,10,2,7,4,3,0,3,8,0,0,54,11,0
Master,Divorced,49476.0,0,1,29,386.0,23.0,95,54,41,196,4,2,11,5,2,0,0,61,11,0
Master,Single,46098.0,1,1,86,57.0,0.0,27,0,0,36,4,3,2,2,8,0,1,49,12,0
Graduation,Divorced,44421.0,1,1,53,110.0,5.0,59,7,1,7,5,5,0,4,8,0,0,53,11,0
2n Cycle,Single,42607.0,0,1,30,156.0,29.0,56,30,32,47,2,3,2,7,3,0,0,70,11,0
Graduation,Married,24711.0,0,0,86,10.0,7.0,25,6,3,7,1,3,0,3,7,0,0,42,10,0
Graduation,Divorced,64713.0,1,0,11,180.0,60.0,241,13,54,54,2,5,5,7,4,0,1,54,10,0
2n Cycle,Married,81044.0,0,0,0,450.0,26.0,535,73,98,26,1,5,6,10,1,0,0,77,11,0
Graduation,Single,53201.0,1,1,49,280.0,7.0,81,20,0,27,8,6,3,5,7,0,0,49,11,0
Master,Married,78285.0,0,0,13,647.0,81.0,391,175,67,40,1,6,4,10,3,0,0,36,11,0
PhD,Widow,35340.0,1,1,1,27.0,0.0,12,0,1,5,2,2,0,3,5,0,0,68,10,0
Graduation,Together,38823.0,0,1,56,70.0,0.0,11,2,8,23,1,2,1,3,6,0,0,75,12,0
2n Cycle,Married,22212.0,1,0,49,5.0,9.0,20,6,8,21,2,2,0,4,6,0,0,49,11,0
Graduation,Married,30093.0,0,0,19,2.0,6.0,28,13,4,16,1,2,0,3,7,0,0,34,11,0
PhD,Married,38097.0,1,1,70,77.0,2.0,35,0,1,69,4,3,2,2,7,0,1,54,12,1
PhD,Together,71604.0,0,0,3,345.0,53.0,528,98,75,97,1,8,3,5,4,0,1,79,11,1
2n Cycle,Together,69401.0,0,1,41,399.0,27.0,159,58,8,39,4,4,4,5,2,0,0,51,10,0
2n Cycle,Married,36550.0,1,0,74,47.0,81.0,94,123,103,120,5,9,1,5,9,0,0,46,11,0
Graduation,Widow,72643.0,0,0,60,526.0,80.0,553,123,94,53,1,3,10,7,2,0,1,75,11,1
Graduation,Married,77353.0,0,1,38,275.0,59.0,107,69,101,59,2,6,4,8,4,0,0,44,11,0
Master,Together,65176.0,0,1,57,960.0,28.0,183,220,70,70,4,9,6,6,6,0,0,55,12,0
PhD,Single,42473.0,1,1,72,93.0,1.0,21,0,4,25,3,2,1,4,5,0,0,48,10,0
PhD,Together,64014.0,2,1,56,406.0,0.0,30,0,0,8,7,8,2,5,7,0,0,78,10,1
PhD,Married,23626.0,1,0,84,27.0,2.0,14,0,0,0,3,3,1,3,5,0,0,54,10,0
PhD,Widow,71670.0,0,0,8,1225.0,16.0,128,0,0,160,1,5,3,6,6,0,1,62,11,3
PhD,Divorced,46610.0,0,2,8,96.0,12.0,96,33,22,43,6,4,1,6,6,0,1,72,12,0
Graduation,Single,37697.0,1,0,82,34.0,6.0,21,11,4,8,1,2,1,3,6,0,0,48,10,0
Graduation,Single,43020.0,1,0,79,45.0,7.0,99,4,25,43,3,4,1,4,6,0,0,54,11,0
Graduation,Married,24027.0,1,0,7,14.0,7.0,11,11,0,5,2,2,0,3,8,0,0,48,11,0
2n Cycle,Divorced,87305.0,0,0,19,345.0,25.0,501,63,138,80,1,5,3,8,2,0,1,64,12,1
PhD,Single,51411.0,1,2,81,14.0,0.0,3,0,0,1,1,0,0,3,5,0,0,71,11,0
Graduation,Single,61825.0,0,1,56,162.0,50.0,100,55,30,27,1,4,2,8,4,0,0,45,11,0
Graduation,Single,58138.0,0,0,58,635.0,81.0,546,172,88,88,3,8,10,4,7,0,1,67,12,0
Graduation,Divorced,69901.0,0,1,95,312.0,21.0,206,102,92,149,3,7,3,10,5,0,0,55,11,0
2n Cycle,Married,54210.0,0,1,18,70.0,54.0,109,80,9,45,2,4,1,7,5,0,0,45,11,0
2n Cycle,Married,65463.0,1,0,17,391.0,32.0,70,21,32,16,2,6,2,9,5,0,0,50,10,1
Graduation,Married,35765.0,1,0,86,22.0,3.0,30,0,5,15,2,2,0,4,6,0,0,34,11,0
2n Cycle,Married,23559.0,1,0,87,25.0,5.0,19,7,0,23,3,3,0,3,7,0,0,51,11,0
Master,Married,27161.0,1,0,41,7.0,4.0,23,7,0,11,1,1,0,3,7,0,0,38,11,0
PhD,Married,81300.0,0,1,17,1004.0,12.0,145,32,12,36,3,10,3,5,5,0,1,61,12,1
PhD,Together,39435.0,1,0,16,71.0,0.0,18,0,0,13,1,3,1,2,7,0,0,51,11,0
Master,Married,33585.0,0,1,91,30.0,11.0,33,13,6,29,1,2,0,4,4,0,0,58,11,0
Graduation,Married,72063.0,0,1,3,180.0,32.0,348,76,32,90,2,5,2,12,2,0,0,45,11,0
Graduation,Single,11012.0,1,0,82,24.0,3.0,26,7,1,23,3,3,1,2,9,0,0,40,11,1
